Company Name,Company Score,Alignment,Budget,Demand,Data Quality,Dev,F2P,Mobile,Fresh,Revenue,Funding,Headcount,Status,Volatility,Revenue ∆,Runway ∆,Headcount ∆,Hiring,URL,Country,FLAG,Notes,Discover Source,Created Date,Updated Date,Normalized Name
Kazoo Games,77.2,100.0,72.4,18.6,,100.0,100.0,100.0,0.0,63.4,96.0,52.3,1.9,31.0,0.0,73.8,0.0,0.0,https://www.kazoogames.com/,,x,"Neglible rev and installs tracked on ST, but tracks on AppMagic",,,2025-09-09,kazoo
HIPSTER WHALE,77.2,100.0,35.1,74.1,,100.0,100.0,100.0,0.0,9.7,44.9,70.0,55.5,45.3,67.5,0.0,31.4,0.0,http://hipsterwhale.com/,Australia,,,,,2025-09-09,hipster whale
"RED GAMES CO, LLC",77.2,100.0,41.6,64.8,,100.0,100.0,100.0,0.0,17.2,44.9,85.2,55.5,28.4,35.4,0.0,31.1,0.0,http://www.redgames.co,United States,,,,,2025-09-09,red
Grease Monkey Games Pty Ltd,77.2,100.0,32.9,77.5,,100.0,100.0,100.0,0.0,7.4,44.9,64.5,55.5,51.5,98.3,0.0,0.0,0.0,http://www.greasemonkeygames.com,Australia,,,,,2025-09-09,grease monkey
"Niantic Spatial, Inc.",77.1,100.0,68.6,23.4,,100.0,100.0,100.0,0.0,28.1,99.9,99.1,0.0,42.7,2.9,98.2,0.0,0.0,nianticlabs.com,US,,,,,2025-09-09,niantic spatial
Gigantic LTD,77.0,100.0,54.6,44.3,,100.0,100.0,100.0,0.0,17.1,96.4,62.7,1.0,79.2,92.5,73.2,0.0,0.0,gigantic.company,Israel,,,,,2025-09-09,gigantic
Baba Entertainment,76.7,100.0,29.3,80.8,,100.0,100.0,100.0,0.0,24.2,0.0,86.5,55.5,57.5,88.7,0.0,34.8,0.0,http://baba-entertainment.com,Israel,,,,,2025-09-09,baba
Qublix,76.6,100.0,38.2,66.5,,100.0,100.0,100.0,0.0,20.7,44.9,62.7,55.5,31.3,59.7,0.0,0.0,0.0,http://qublix.com/,Canada,,,,,2025-09-09,qublix
NOODLE GAMES LIMITED,76.5,100.0,65.4,25.4,,100.0,100.0,100.0,0.0,37.9,96.5,70.5,0.0,46.3,16.6,89.6,0.0,0.0,noodlecatgames.com,,,,,,2025-09-09,noodle
Theorycraft Games,76.4,72.0,88.4,60.7,,100.0,100.0,0.0,0.0,81.4,98.8,85.2,55.5,20.8,0.0,0.0,66.1,0.0,http://theorycraftgames.com,United States,,,,,2025-09-09,theorycraft
Atari,76.4,100.0,36.9,67.9,,100.0,100.0,100.0,0.0,32.5,44.9,32.9,55.5,34.0,57.3,9.3,0.0,0.0,http://www.atari.com,France,,,,,2025-09-09,atari
Avid Games,76.3,100.0,56.3,38.3,,100.0,100.0,100.0,0.0,28.2,91.8,55.4,9.9,53.8,81.4,26.5,0.0,0.0,http://avid.games,United kingdom,,,,,2025-09-09,avid
ELEX 智明星通,76.3,100.0,67.6,21.1,,100.0,100.0,100.0,0.0,70.9,44.9,97.0,0.0,38.5,73.4,0.0,0.0,0.0,elex-tech.com,China/HK,,,,,2025-09-09,elex
Halfbrick Studios,76.2,100.0,48.0,50.3,,100.0,100.0,100.0,0.0,30.5,44.9,87.9,34.7,35.6,68.0,0.0,0.0,0.0,http://www.halfbrick.com,Australia,,,,,2025-09-09,halfbrick
Haiku Games,76.2,100.0,35.5,68.9,,100.0,100.0,100.0,0.0,35.9,44.9,19.5,55.5,35.8,68.2,0.0,0.0,0.0,https://www.haikugames.com/,United States,,,,,2025-09-09,haiku
Avocado Mobile Inc,76.2,100.0,62.8,27.9,,100.0,100.0,100.0,0.0,33.7,96.7,66.6,0.0,51.0,33.3,79.9,0.0,0.0,avocadodao.io,British Virgin Islands,,,,,2025-09-09,avocado
Rovio Entertainment Ltd,76.1,100.0,33.4,71.6,,100.0,100.0,100.0,0.0,76.7,0.0,0.0,55.5,40.8,77.7,0.0,0.0,0.0,http://www.rovio.com,Finland,,,,,2025-09-09,rovio
Not Doppler,76.1,100.0,42.5,57.9,,100.0,100.0,100.0,0.0,37.5,44.9,48.8,55.5,15.8,30.1,0.0,0.0,0.0,https://studio.notdoppler.com/#about,Australia,,,,,2025-09-09,not doppler
"International Games System Co., Ltd.",76.1,100.0,69.0,18.1,,100.0,100.0,100.0,0.0,74.5,44.9,96.5,0.0,33.0,63.0,0.0,0.0,0.0,igs.com.tw,Taiwan,,,,,2025-09-09,system
Smilegate,76.1,100.0,65.4,23.7,,100.0,100.0,100.0,0.0,64.7,44.9,99.3,0.0,43.3,82.6,0.0,0.0,0.0,smilegate.com,South Korea,,,,,2025-09-09,smilegate
uCool,76.0,100.0,32.6,72.2,,100.0,100.0,100.0,0.0,29.3,44.9,19.5,55.5,41.8,79.8,0.0,0.0,0.0,http://ucool.com/,United States,,,,,2025-09-09,ucool
Jarvi Games Ltd,76.0,100.0,67.0,20.8,,100.0,100.0,100.0,0.0,50.3,92.3,59.9,0.0,37.9,20.0,65.5,0.0,0.0,jarvigames.com,Cyprus,,,,,2025-09-09,jarvi
Panzerdog,76.0,100.0,63.6,25.7,,100.0,100.0,100.0,0.0,38.1,90.7,71.1,0.0,47.0,65.1,30.6,0.0,0.0,panzerdog.com,Finland,,,,,2025-09-09,panzerdog
The Choctaw Nation of Oklahoma - J47F37M2AW,75.9,100.0,60.9,29.2,,100.0,100.0,100.0,0.0,36.5,95.6,54.0,0.0,53.3,33.1,85.6,0.0,0.0,thegamecompany.ai,United Arab Emirates,,,,,2025-09-09,the choctaw nation of oklahoma j47f37m2aw
Long Tech 龙创悦动,75.8,100.0,63.2,25.5,,100.0,100.0,100.0,0.0,76.7,44.9,65.2,0.0,46.6,88.8,0.0,0.0,0.0,dos.me,Singapore,,,,,2025-09-09,long
99Games Online Private Limited,75.8,100.0,59.8,30.5,,100.0,100.0,100.0,0.0,18.2,93.8,88.5,0.0,55.6,71.6,9.3,45.0,0.0,99games.in,India,,,,,2025-09-09,99games online
Huuuge Games Sp. z o.o.,75.8,100.0,33.6,69.9,,100.0,100.0,100.0,0.0,77.2,0.0,0.0,55.5,37.6,71.7,0.0,0.0,0.0,http://www.huuugegames.com,Poland,,,,,2025-09-09,huuuge
"Monumental, LLC",75.7,100.0,56.6,34.5,,100.0,100.0,100.0,0.0,49.2,44.9,90.2,0.3,62.4,81.8,0.0,62.1,0.0,https://monumental.io/games/,United States,,,,,2025-09-09,monumental
Firefly Studios,75.7,100.0,39.8,60.1,,100.0,100.0,100.0,0.0,20.9,44.9,69.5,55.5,19.8,37.7,0.0,0.0,0.0,http://studiofirefly.io,United Kingdom,,,,,2025-09-09,firefly
Ludia,75.7,100.0,69.4,15.5,,100.0,100.0,100.0,0.0,76.2,44.9,94.7,4.7,20.5,39.1,0.0,0.0,0.0,http://www.ludia.com,Canada,,,,,2025-09-09,ludia
Neowiz Games Corporation,75.6,100.0,68.3,16.5,,100.0,100.0,100.0,0.0,76.1,44.9,89.8,6.7,19.2,36.6,0.0,0.0,0.0,https://www.neowiz.com/neowiz/,South Korea,,,,,2025-09-09,neowiz
Babil Games,75.3,100.0,70.0,12.8,,100.0,100.0,100.0,0.0,83.3,44.9,83.2,0.0,23.4,0.0,0.0,74.3,0.0,babilstudios.com,UAE,,,,,2025-09-09,babil
VIZOR APPS CORP.,75.1,100.0,70.3,11.2,,100.0,100.0,100.0,0.0,76.4,44.9,98.6,0.0,20.4,38.8,0.0,0.0,0.0,vizor-games.com,Cyprus,,,,,2025-09-09,vizor
"Cerberus Interactive, Inc.",75.1,100.0,58.1,29.5,,100.0,100.0,100.0,0.0,28.1,92.0,63.6,0.0,53.8,68.7,42.2,0.0,0.0,atlasreality.com,United States,,,,,2025-09-09,cerberus
Kwalee,75.1,100.0,31.8,69.2,,100.0,100.0,100.0,0.0,24.2,0.0,97.6,55.5,36.4,64.2,0.0,8.8,0.0,http://www.kwalee.com,UK,,,,,2025-09-09,kwalee
DreamLoft,75.0,100.0,27.7,74.8,,100.0,100.0,100.0,0.0,5.6,44.9,44.5,55.5,46.5,88.6,0.0,0.0,0.0,https://www.dreamloftgames.com/about,New Zealand,,,,,2025-09-09,dreamloft
HypGames.,75.0,100.0,68.0,14.2,,100.0,100.0,100.0,0.0,42.0,90.7,83.6,1.0,24.3,23.7,28.4,0.0,0.0,https://www.hypgames.com/,United States,,,,,2025-09-09,hypgames
Merge story,75.0,100.0,54.6,34.3,,100.0,100.0,100.0,0.0,34.6,93.1,32.9,0.0,62.6,83.1,45.3,0.0,0.0,mergegames.com,United Kingdom,,,,,2025-09-09,merge story
GameHouse,74.9,100.0,55.1,33.1,,100.0,100.0,100.0,0.0,46.5,44.9,88.5,0.1,60.3,64.7,0.0,83.7,0.0,http://www.gamehouse.com,United States,,,,,2025-09-09,gamehouse
Fumb Games Ltd.,74.9,100.0,39.7,56.1,,100.0,100.0,100.0,0.0,33.2,44.9,44.5,55.5,12.5,23.8,0.0,0.0,0.0,fumbgames.com,United Kingdom,,,,,2025-09-09,fumb
Illusion Labs,74.9,100.0,32.5,67.2,,100.0,100.0,100.0,0.0,14.4,44.9,48.8,55.5,32.6,62.2,0.0,0.0,0.0,http://www.illusionlabs.com/,Sweden,,,,,2025-09-09,illusion labs
River Game HK Limited,74.8,100.0,70.5,9.4,,100.0,100.0,100.0,0.0,89.8,90.3,0.0,0.0,17.1,32.7,0.0,0.0,0.0,,China,,,,,2025-09-09,river hk
NEXON Company,74.8,100.0,61.0,23.6,,100.0,100.0,100.0,0.0,72.9,44.9,62.7,0.0,43.1,82.2,0.0,0.0,0.0,nexon.in.th,South Korea,,,,,2025-09-09,nexon
Capcom,74.7,100.0,54.8,32.8,,100.0,100.0,100.0,0.0,40.5,44.9,99.3,13.0,38.7,66.3,9.3,0.0,0.0,capcom.com,United States,,,,,2025-09-09,capcom
CookApps,74.7,100.0,60.0,24.9,,100.0,100.0,100.0,0.0,57.8,44.9,88.4,0.0,45.4,86.6,0.0,0.0,0.0,cookapps.com,South Korea,,,,,2025-09-09,cookapps
AppQuantum Publishing Ltd,74.6,100.0,67.3,13.1,,100.0,100.0,100.0,0.0,74.4,44.9,89.1,0.0,23.9,45.5,0.0,0.0,0.0,appquantum.com,Cyprus,,,,,2025-09-09,appquantum
HABBY 海彼,74.6,100.0,70.6,8.4,,100.0,100.0,100.0,0.0,87.3,44.9,78.1,0.0,15.3,29.1,0.0,0.0,0.0,habby.com,China,,,,,2025-09-09,habby
Good Job Games,74.6,100.0,65.6,16.0,,100.0,100.0,100.0,0.0,68.2,44.9,93.5,1.1,27.5,52.4,0.0,0.0,0.0,http://www.goodjobgames.com,Turkey,,,,,2025-09-09,good job
Tapnation,74.6,100.0,56.2,29.9,,100.0,100.0,100.0,0.0,48.6,44.9,89.6,3.1,49.7,76.2,0.0,30.9,0.0,https://www.tap-nation.io,FRA,,,,,2025-09-09,tapnation
Global Worldwide,74.5,100.0,25.9,74.9,,100.0,100.0,100.0,0.0,29.1,0.0,60.7,55.5,46.7,89.1,0.0,0.0,0.0,http://www.globalworldwide.com,United kingdom,,,,,2025-09-09,worldwide
KamaGames,74.5,100.0,68.4,11.2,,100.0,100.0,100.0,0.0,76.7,44.9,89.1,0.0,20.5,39.0,0.0,0.0,0.0,https://www.kamagames.com/,Russia,,,,,2025-09-09,kamagames
Artifex Mundi S.A.,74.3,100.0,60.6,21.8,,100.0,100.0,100.0,0.0,58.8,44.9,89.1,13.2,18.4,35.0,0.0,0.0,0.0,artifexmundi.com,Poland,,,,,2025-09-09,artifex mundi
"Wildworks, Inc.",74.3,100.0,54.2,31.7,,100.0,100.0,100.0,0.0,46.4,44.9,84.5,0.3,57.5,67.1,0.0,71.0,0.0,http://www.wildworks.com,US,,,,,2025-09-09,wildworks
Funstage Spielewebseiten Betriebsges.m.b.H.,74.3,100.0,63.2,18.1,,100.0,100.0,100.0,0.0,72.8,44.9,73.2,0.0,33.1,63.1,0.0,0.0,0.0,funstage.com,Austria,,,,,2025-09-09,funstage spielewebseiten betriebsges m h
Mad Head Limited,74.2,100.0,60.0,22.5,,100.0,100.0,100.0,0.0,56.0,44.9,91.9,0.0,41.0,78.3,0.0,0.0,0.0,madheadgames.com,Hong Kong,,,,,2025-09-09,mad head
Jagex Games Studio,74.2,100.0,64.0,16.2,,100.0,100.0,100.0,0.0,61.9,44.9,98.8,1.0,27.9,45.7,9.3,0.0,0.0,https://www.jagex.com/en-GB/products,UK,,,,,2025-09-09,jagex
Coffee Stain Publishing,74.1,100.0,29.9,67.1,,100.0,100.0,100.0,0.0,28.7,44.9,8.4,55.5,32.5,62.0,0.0,0.0,0.0,http://www.coffeestainstudios.com,Sweden,,,,,2025-09-09,coffee stain
Zynga Inc.,74.1,72.0,99.9,31.8,,100.0,100.0,0.0,0.0,99.8,100.0,99.7,17.4,29.9,0.0,71.2,0.0,0.0,https://www.zynga.com/jobs/careers/,USA,,,,,2025-09-09,zynga
Perfect World 完美世界,74.1,100.0,57.3,25.7,,100.0,100.0,100.0,0.0,47.2,44.9,97.2,0.0,46.9,89.3,0.0,0.0,0.0,arcgames.com,China,,,,,2025-09-09,perfect world
Fortune Mine Games,74.0,100.0,62.1,18.3,,100.0,100.0,100.0,0.0,46.1,91.5,46.7,0.0,33.4,11.5,65.3,0.0,0.0,fortunemine.com,Turkey,,,,,2025-09-09,fortune mine
MobilityWare,73.9,100.0,57.4,24.6,,100.0,100.0,100.0,0.0,48.4,44.9,95.3,3.4,39.4,31.4,0.0,72.9,0.0,http://www.mobilityware.com,United States,,,,,2025-09-09,mobilityware
Crazy Maple Studio Dev,73.9,100.0,27.1,70.1,,100.0,100.0,100.0,0.0,62.3,0.0,0.0,55.5,37.9,72.3,0.0,0.0,0.0,,China,,,,,2025-09-09,crazy maple dev
Microfun 柠檬微趣,73.9,100.0,70.1,5.9,,100.0,100.0,100.0,0.0,96.2,44.9,58.1,0.0,10.8,20.6,0.0,0.0,0.0,microfun.com,China,,,,,2025-09-09,microfun
TOP GAMES INC.,73.8,100.0,62.6,16.7,,100.0,100.0,100.0,0.0,89.8,44.9,36.3,0.0,30.4,58.0,0.0,0.0,0.0,topgamesinc.com,US,,,,,2025-09-09,top
The New York Times Company,73.8,100.0,67.9,8.3,,100.0,100.0,100.0,0.0,76.4,99.5,0.0,0.0,15.1,28.7,0.0,0.0,0.0,,US,,,,,2025-09-09,the new york times
USERJOY,73.8,100.0,56.3,26.1,,100.0,100.0,100.0,0.0,48.3,44.9,90.7,0.0,47.7,90.9,0.0,0.0,0.0,userjoy.com.tw,Taiwan,,,,,2025-09-09,userjoy
Hutch Games,73.8,60.0,94.1,69.2,,0.0,100.0,100.0,0.0,93.7,94.1,94.6,55.5,36.3,0.0,36.5,66.6,0.0,http://www.hutch.io,UK,,,,,2025-09-09,hutch
KEFIR,73.7,100.0,64.7,13.0,,100.0,100.0,100.0,0.0,65.1,44.9,95.4,0.0,23.8,45.3,0.0,0.0,0.0,kefirgames.com,Cyprus,,,,,2025-09-09,kefir
GAMEHAUS PTE. LTD,73.7,100.0,59.8,20.3,,100.0,100.0,100.0,0.0,65.2,44.9,72.8,0.0,37.0,70.6,0.0,0.0,0.0,gamehaus.com,China,,,,,2025-09-09,gamehaus pte
Nekki Games,73.7,100.0,60.0,19.8,,100.0,100.0,100.0,0.0,55.7,44.9,92.7,0.0,36.2,69.0,0.0,0.0,0.0,nekki.com,Cyprus,,,,,2025-09-09,nekki
Azur Interactive Games Limited,73.7,100.0,68.1,7.7,,100.0,100.0,100.0,0.0,72.1,44.9,97.2,0.0,14.0,26.7,0.0,0.0,0.0,azurgames.com,Cyprus,,,,,2025-09-09,azur
Nordcurrent,73.7,100.0,27.8,68.4,,100.0,100.0,100.0,0.0,63.8,0.0,0.0,55.5,34.9,66.6,0.0,0.0,0.0,https://nordcurrent.com/games-page/,Lithuania,,,,,2025-09-09,nordcurrent
PLAYNETA LIMITED,73.6,100.0,48.4,37.0,,100.0,100.0,100.0,0.0,41.0,44.9,68.9,0.0,67.6,85.2,0.0,72.8,0.0,playneta.gg,United States,,,,,2025-09-09,playneta
Next Games,73.6,60.0,93.6,69.2,,0.0,100.0,100.0,0.0,90.9,97.4,92.3,55.5,36.3,0.0,43.1,58.0,0.0,https://www.nextgames.com/games,,,,,,2025-09-09,next
TUYOO 途游,73.5,100.0,66.4,9.2,,100.0,100.0,100.0,0.0,68.1,44.9,97.3,0.0,16.7,31.9,0.0,0.0,0.0,tuyoo.com,China,,,,,2025-09-09,tuyoo
NHN Corp.,73.5,100.0,58.0,21.9,,100.0,100.0,100.0,0.0,51.2,44.9,92.7,0.0,40.0,76.2,0.0,0.0,0.0,nhnglobal.com,United States,,,,,2025-09-09,nhn
Mars-Games,73.5,100.0,57.5,22.8,,100.0,100.0,100.0,0.0,65.0,44.9,62.7,0.0,41.7,79.5,0.0,0.0,0.0,marsgames.com,United States,,,,,2025-09-09,mars
Tangelo Games Ltd.,73.4,100.0,50.2,33.0,,100.0,100.0,100.0,0.0,37.2,44.9,84.5,0.7,59.1,67.4,0.0,75.5,0.0,https://tangelogames.com/games/,"Spain, Israel",,,,,2025-09-09,tangelo
Camel Games 壳木,73.4,100.0,57.8,21.8,,100.0,100.0,100.0,0.0,87.2,44.9,19.5,0.0,39.9,76.0,0.0,0.0,0.0,camel101.com,United States,,,,,2025-09-09,camel
Playkot Limited,73.3,100.0,22.7,73.7,,100.0,100.0,100.0,0.0,52.2,0.0,0.0,55.5,44.5,84.8,0.0,0.0,0.0,http://www.playkot.com,Cyprus,,,,,2025-09-09,playkot
The Pokémon Company,73.3,100.0,60.0,18.0,,100.0,100.0,100.0,0.0,93.7,0.0,88.4,0.0,32.9,10.1,0.0,87.7,0.0,https://theknightsofunity.com,Japan,,,,,2025-09-09,the pok mon
Big Idea Games Inc.,73.3,100.0,55.2,24.9,,100.0,100.0,100.0,0.0,7.2,95.7,86.3,0.0,45.4,32.2,67.9,0.0,0.0,bigtime.gg,US,,,,,2025-09-09,big idea
YOOZOO 游族,73.3,100.0,66.5,8.2,,100.0,100.0,100.0,0.0,67.4,44.9,99.1,0.0,14.9,28.5,0.0,0.0,0.0,yoozoo.com,China,,,,,2025-09-09,yoozoo
1939 Games,73.3,100.0,57.2,22.1,,100.0,100.0,100.0,0.0,29.3,96.1,50.6,0.0,40.3,27.9,61.1,0.0,0.0,1939games.com,Iceland,,,,,2025-09-09,
Happy Elements,73.2,100.0,55.9,23.8,,100.0,100.0,100.0,0.0,79.4,0.0,98.1,0.0,43.5,80.1,0.0,4.7,0.0,happyelements.com,"Hong Kong, China",,,GJ Top 1k,2025-09-09,2025-09-09,happy elements
ONEMT 龙腾简合,73.2,100.0,58.9,19.0,,100.0,100.0,100.0,0.0,76.2,44.9,46.7,0.0,34.6,66.0,0.0,0.0,0.0,ltjianhe.com,Singapore,,,,,2025-09-09,onemt
Marshmallow Games,73.2,100.0,59.2,18.8,,100.0,100.0,100.0,0.0,32.1,92.5,59.9,0.0,34.3,22.0,54.4,0.0,0.0,marshmallow-games.com,Italy,,,,,2025-09-09,marshmallow
Goat Games,73.2,100.0,53.8,26.5,,100.0,100.0,100.0,0.0,52.1,44.9,71.1,0.0,48.4,92.4,0.0,0.0,0.0,goatgames.com,United states,,,,,2025-09-09,goat
Digital Extremes,73.1,100.0,33.7,56.5,,100.0,100.0,100.0,0.0,28.3,0.0,98.3,55.5,13.1,25.1,0.0,0.0,0.0,https://www.digitalextremes.com/,Canada,,,,,2025-09-09,extremes
Gaming Factory,73.1,100.0,50.5,31.4,,100.0,100.0,100.0,0.0,39.9,44.9,80.3,0.0,57.2,82.7,0.0,44.0,0.0,gamefactory.gs,Poland,,,,,2025-09-09,factory
Kavalri Games AB,73.1,100.0,52.1,28.7,,100.0,100.0,100.0,0.0,20.3,90.4,54.0,0.0,52.4,73.6,32.8,0.0,0.0,kavalrigames.com,Sweden,,,,,2025-09-09,kavalri
BETTA GAMES,73.1,100.0,62.5,13.2,,100.0,100.0,100.0,0.0,65.9,44.9,83.6,1.7,21.3,40.7,0.0,0.0,0.0,fotoable.com,China,,,,,2025-09-09,betta
By Aliens L.L.C - F.Z,73.0,100.0,53.8,25.9,,100.0,100.0,100.0,0.0,48.0,44.9,79.3,0.0,47.3,90.2,0.0,0.0,0.0,byaliens.com,United Arab Emirates,,,,,2025-09-09,by aliens c f
Gaminho,73.0,100.0,33.0,57.2,,100.0,100.0,100.0,0.0,21.7,44.9,36.3,55.5,14.5,27.6,0.0,0.0,0.0,http://www.gaminho.com/,France,,,,,2025-09-09,gaminho
DGN Games - Free Slots Casino,73.0,100.0,56.0,22.3,,100.0,100.0,100.0,0.0,48.4,44.9,89.1,0.0,40.7,77.6,0.0,0.0,0.0,dgn.games,US,,,,,2025-09-09,dgn free
Smart Project GmbH,72.9,100.0,49.3,32.2,,100.0,100.0,100.0,0.0,31.1,44.9,92.6,0.0,58.7,90.7,0.0,35.5,0.0,smartproject.com,Ukraine,,,,,2025-09-09,smart project
PlayMe Studio,72.9,100.0,58.1,19.0,,100.0,100.0,100.0,0.0,55.4,44.9,84.5,2.0,31.4,59.8,0.0,0.0,0.0,http://imponilox-limited.com/,Cyprus,,,,,2025-09-09,playme
Tencent 腾讯,72.9,100.0,55.2,23.4,,100.0,100.0,100.0,0.0,95.5,0.0,62.7,12.3,22.7,43.2,0.0,0.0,0.0,https://tencent.com/en-us,China,,,,,2025-09-09,tencent
Ankama,72.8,100.0,56.2,21.1,,100.0,100.0,100.0,0.0,44.3,44.9,97.7,0.5,37.6,71.6,0.0,0.0,0.0,https://www.ankama.com/en/games,France,,,,,2025-09-09,ankama
ZeptoLab UK Limited,72.7,100.0,22.5,71.2,,100.0,100.0,100.0,0.0,51.6,0.0,0.0,55.5,40.0,76.2,0.0,0.0,0.0,https://zeptolab.com,Cyprus,,,,,2025-09-09,zeptolab uk
Comunix Ltd,72.7,100.0,23.8,69.3,,100.0,100.0,100.0,0.0,54.7,0.0,0.0,55.5,36.4,69.5,0.0,0.0,0.0,,Israel,,,,,2025-09-09,comunix
HandyGames,72.7,100.0,48.4,32.4,,100.0,100.0,100.0,0.0,36.0,44.9,79.0,0.0,59.1,68.4,0.0,74.0,0.0,handy-games.com,Germany,,,,,2025-09-09,handygames
MASSIVE GAMING PTY LTD,72.6,100.0,55.3,21.6,,100.0,100.0,100.0,0.0,41.8,44.9,98.8,0.0,39.4,75.0,0.0,0.0,0.0,massive.se,Sweden,,,,,2025-09-09,massive
PLAYJOY LIMITED,72.6,100.0,52.6,25.7,,100.0,100.0,100.0,0.0,32.3,90.3,32.9,0.0,47.0,59.1,38.1,0.0,0.0,playjoy.com,Spain,,,,,2025-09-09,playjoy
"Wemade Play Co.,Ltd.",72.5,100.0,61.0,12.7,,100.0,100.0,100.0,0.0,72.1,44.9,64.5,0.0,23.2,44.3,0.0,0.0,0.0,wemadeplay.com,South Korea,,,,,2025-09-09,wemade play
Riftweaver Game Studio,72.4,72.0,69.8,68.9,,100.0,100.0,0.0,0.0,62.6,96.0,42.1,55.5,35.9,0.0,85.4,0.0,0.0,riftweaver.com,,,,,,2025-09-09,riftweaver
PlayQ Inc,72.4,100.0,58.3,16.0,,100.0,100.0,100.0,0.0,54.1,44.9,87.9,0.1,29.2,29.0,0.0,44.4,0.0,http://www.playq.com,United States,,,,,2025-09-09,playq
"Age of Learning, Inc.",72.4,100.0,19.4,74.6,,100.0,100.0,100.0,0.0,4.5,44.9,8.4,55.5,46.3,88.2,0.0,0.0,0.0,https://www.ageoflearning.com,United States,,,,,2025-09-09,age of learning
"GREE, Inc.",72.3,100.0,55.0,20.7,,100.0,100.0,100.0,0.0,41.2,44.9,98.6,0.0,37.8,72.0,0.0,0.0,0.0,gree-corp.com,United States,,,,,2025-09-09,gree
FAST GAME,72.2,100.0,51.7,25.2,,100.0,100.0,100.0,0.0,42.3,95.7,0.0,0.0,45.9,87.5,0.0,0.0,0.0,,China,,,,,2025-09-09,fast
"Nintendo Co., Ltd.",72.2,100.0,52.6,23.5,,100.0,100.0,100.0,0.0,70.8,0.0,99.9,0.0,42.9,81.8,0.0,0.0,0.0,nintendo.com,United States,,,,,2025-09-09,nintendo
Revolving Games,72.1,72.0,93.0,32.4,,100.0,100.0,0.0,0.0,90.4,97.3,91.0,0.5,58.2,0.0,83.8,73.3,0.0,https://revolvinggames.com,United States,,,,,2025-09-09,revolving
"The Topps Company, Inc.",72.1,100.0,28.2,60.0,,100.0,100.0,100.0,0.0,64.9,0.0,0.0,55.5,19.5,37.2,0.0,0.0,0.0,,US,,,,,2025-09-09,the topps
Respawn Entertainment,72.1,72.0,80.5,51.4,,100.0,100.0,0.0,0.0,99.6,44.9,99.0,55.5,3.9,0.0,9.3,0.0,0.0,http://www.respawn.com,USA,,,,,2025-09-09,respawn
Panteon,71.9,100.0,63.9,5.4,,100.0,100.0,100.0,0.0,63.7,44.9,94.7,0.0,9.9,18.9,0.0,0.0,0.0,panteon.games,Turkey,,,,,2025-09-09,panteon
BitMango,71.9,100.0,53.2,21.1,,100.0,100.0,100.0,0.0,55.6,44.9,61.6,0.0,38.6,73.5,0.0,0.0,0.0,bitmango.com,South Korea,,,,,2025-09-09,bitmango
Hyper Hippo,71.9,100.0,53.7,20.5,,100.0,100.0,100.0,0.0,45.7,44.9,83.8,0.5,36.5,69.6,0.0,0.0,0.0,http://www.hyperhippo.com,Canada,,,,,2025-09-09,hyper hippo
Warrior Game,71.8,100.0,50.7,24.7,,100.0,100.0,100.0,0.0,46.6,44.9,67.9,0.0,45.2,86.1,0.0,0.0,0.0,warriorheartgames.com,United States,,,,,2025-09-09,warrior
First Touch Games Ltd.,71.8,100.0,59.4,11.4,,100.0,100.0,100.0,0.0,65.6,44.9,70.0,1.1,19.0,36.3,0.0,0.0,0.0,http://www.ftgames.com,United Kingdom,,,,,2025-09-09,first touch
RJ Games,71.8,100.0,50.0,25.8,,100.0,100.0,100.0,0.0,38.6,44.9,80.7,0.0,47.1,89.8,0.0,0.0,0.0,rj-games.com,Cyprus,,,,,2025-09-09,rj
Landmark Games,71.7,100.0,45.8,31.4,,100.0,100.0,100.0,0.0,15.9,93.5,29.1,0.0,57.3,52.4,70.9,0.0,0.0,landmark.games,,,,,,2025-09-09,landmark
Hoolai Game Ltd,71.7,100.0,47.6,28.8,,100.0,100.0,100.0,0.0,36.8,44.9,73.2,0.0,52.6,87.2,0.0,21.9,0.0,gmgcongress.com,China,,,,,2025-09-09,hoolai
Afterverse Games,71.7,100.0,55.6,16.6,,100.0,100.0,100.0,0.0,51.0,44.9,81.7,6.2,20.2,38.6,0.0,0.0,0.0,https://afterverse.com/pt,Brazil,,,,,2025-09-09,afterverse
Mountaintop Studios,71.7,72.0,87.8,38.3,,100.0,100.0,0.0,0.0,85.0,98.7,75.7,0.0,69.8,0.0,96.4,93.4,0.0,http://www.mountaintop.gg,Guernsey,,,,,2025-09-09,mountaintop
WGT,71.7,100.0,22.1,67.0,,100.0,100.0,100.0,0.0,50.7,0.0,0.0,55.5,32.3,61.7,0.0,0.0,0.0,http://www.WGTmedia.com,US,,,,,2025-09-09,wgt
Rage Quit Games LLC,71.7,100.0,53.1,20.7,,100.0,100.0,100.0,0.0,41.1,44.9,90.2,0.8,36.5,36.5,0.0,55.1,0.0,https://ragequitgames.com/terms-and-conditions/#who-are-we,Poland,,,,,2025-09-09,rage quit
Jam City,71.6,100.0,52.0,21.7,,100.0,100.0,100.0,0.0,77.2,0.0,84.7,0.2,39.2,74.8,0.0,0.0,0.0,http://www.JamCity.com,USA,,,,,2025-09-09,jam city
Reliance Games,71.6,100.0,38.0,42.4,,100.0,100.0,100.0,0.0,41.4,0.0,91.9,15.9,51.6,61.1,0.0,62.1,0.0,http://www.reliancegames.com,India,,,,,2025-09-09,reliance
